feature,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16
wav_L1_HL_energy,-0.168650949008236,-0.0006385025756670087,0.2631509203958039,-0.01704328499688417,0.05952933912164402,0.08941073468878527,-0.19221800531402747,-0.05438953396687683,0.004107890573041609,0.0044069320294695775,0.14932527169584994,-0.013942435078595994,0.007925490600510903,0.028993766460867196,0.018224382302295807,-0.0036707003388233147
wav_L1_HL_entropy,0.20406901500273805,0.023585108320623112,0.12890667651147025,-0.015288963040725995,0.07640235260378296,-0.22801480944506863,-0.08112738859024303,0.020330850080754508,0.0907741845917749,-0.05164247305756578,0.05034323363504583,-0.1443457161186158,0.0836633237260659,0.07822387870138213,-0.01693840675699438,0.072353194077109
wav_L1_HL_mean,-0.04442729448281479,-0.01673954251113852,-0.05097104806808425,-0.08165986512825656,-0.09605762442921942,0.02929209076740757,-0.1004924445618886,0.6180385281785948,0.1253207883511564,-0.39027100332260756,0.3813274931642807,-0.07228259914926345,-0.16566230031782758,-0.08923309573247809,-0.315668007843141,-0.008462756899997828
wav_L1_HL_kurt,0.1706807997833272,-0.10711469865565998,0.11291784702451335,0.020362568280799288,0.12712707792825564,0.21098680761974306,0.18633382199850285,0.08185707406448345,-0.07660616845045956,0.008385570039646136,-0.04696476961182391,0.15573588762507268,-0.05449037679797887,-0.0875890303404601,-0.030293029623816446,-0.1270972053177699
wav_L1_HH_energy,-0.18776559483271152,-0.003139739168242187,0.22381985844592475,-0.07902832551199841,0.0883827806525987,0.039466593477389206,-0.05557947088297637,-0.13065854877671682,0.026849943454804296,0.0048044490611945335,0.017533224899279533,-0.03713727899509904,0.08850644797805378,-0.08287911512419316,-0.004925558523814762,0.057537908912118525
wav_L1_HH_entropy,0.2074113265739587,0.0015955684570489361,0.1506273504850876,-0.004449494992880003,0.06090568688463025,-0.17062192001982293,-0.08573170396384376,0.061510126961649314,0.028024946672207254,0.00048758465147774404,0.019213982596153003,-0.053817485495470954,0.02500566940342019,0.10039502942388492,-0.012205762020445024,0.1432620843085913
wav_L1_HH_mean,-0.05547221728424092,0.028443960899056386,0.018082951808672056,-0.09765910336481139,-0.013984343668590873,0.0554098377648582,0.5293062007587688,-0.2775958542616533,0.017105610838739224,-0.11305430270389638,-0.003383433579510965,-0.4609583800811634,0.37547514086454714,-0.00697548697382448,-0.39497394167332733,-0.006504125882383224
wav_L1_HH_kurt,0.18679001437097342,-0.10386101467863498,0.116795239774351,-0.028457074627087586,0.0920722771826587,0.15044022012756866,0.14179415590997274,0.025544298720185127,-0.026252924253178576,-0.04906174856145119,0.04717674934618628,0.043396904164518545,-0.013747319344532022,-0.005036087998419905,0.05373245150034551,-0.1779007763189056
wav_L2_LL_energy,0.028698274029984074,0.24353129351102912,0.009603265525135041,0.21582666754686633,0.01776454971037621,0.10130620106722463,-0.02719283351877071,0.10446648197158986,0.11993348096552163,-0.07185043770697767,-0.05114005039188631,-0.011720740705758998,0.21373446664192486,-0.15473185832234324,0.06257060512897684,0.016084239599297567
wav_L2_LL_entropy,0.22410289533311414,0.02576883616614562,0.11294930987007368,0.034607915253235866,0.07587476286185735,-0.0004467537885089641,-0.026029077503179874,-0.01760068153271068,-0.034461890899457885,1.577461935293739e-05,0.045066917167707145,-0.06125949502290275,-0.03149428632586353,0.11927698339558633,-0.04348952958778359,0.08249972317616014
